,date,apartment for rent,State
8207,2007-12-01,36,MD
8208,2008-01-01,51,MD
8209,2008-02-01,43,MD
8210,2008-03-01,21,MD
8211,2008-04-01,38,MD
8212,2008-05-01,23,MD
8213,2008-06-01,37,MD
8214,2008-07-01,40,MD
8215,2008-08-01,25,MD
8216,2008-09-01,10,MD
8217,2008-10-01,36,MD
8218,2008-11-01,17,MD
8219,2008-12-01,49,MD
8220,2009-01-01,45,MD
8221,2009-02-01,24,MD
8222,2009-03-01,33,MD
8223,2009-04-01,43,MD
8224,2009-05-01,34,MD
8225,2009-06-01,41,MD
8226,2009-07-01,66,MD
8227,2009-08-01,78,MD
8228,2009-09-01,40,MD
8229,2009-10-01,29,MD
8230,2009-11-01,76,MD
8231,2009-12-01,22,MD
8232,2010-01-01,52,MD
8233,2010-02-01,72,MD
8234,2010-03-01,51,MD
8235,2010-04-01,35,MD
8236,2010-05-01,71,MD
8237,2010-06-01,48,MD
8238,2010-07-01,64,MD
8239,2010-08-01,58,MD
8240,2010-09-01,45,MD
8241,2010-10-01,56,MD
8242,2010-11-01,32,MD
8243,2010-12-01,31,MD
8244,2011-01-01,60,MD
8245,2011-02-01,61,MD
8246,2011-03-01,43,MD
8247,2011-04-01,46,MD
8248,2011-05-01,50,MD
8249,2011-06-01,50,MD
8250,2011-07-01,67,MD
8251,2011-08-01,50,MD
8252,2011-09-01,34,MD
8253,2011-10-01,40,MD
8254,2011-11-01,33,MD
8255,2011-12-01,45,MD
8256,2012-01-01,50,MD
8257,2012-02-01,51,MD
8258,2012-03-01,39,MD
8259,2012-04-01,41,MD
8260,2012-05-01,42,MD
8261,2012-06-01,56,MD
8262,2012-07-01,32,MD
8263,2012-08-01,42,MD
8264,2012-09-01,37,MD
8265,2012-10-01,37,MD
8266,2012-11-01,37,MD
8267,2012-12-01,36,MD
8268,2013-01-01,53,MD
8269,2013-02-01,49,MD
8270,2013-03-01,50,MD
8271,2013-04-01,53,MD
8272,2013-05-01,51,MD
8273,2013-06-01,60,MD
8274,2013-07-01,67,MD
8275,2013-08-01,52,MD
8276,2013-09-01,53,MD
8277,2013-10-01,46,MD
8278,2013-11-01,48,MD
8279,2013-12-01,37,MD
8280,2014-01-01,68,MD
8281,2014-02-01,45,MD
8282,2014-03-01,56,MD
8283,2014-04-01,60,MD
8284,2014-05-01,58,MD
8285,2014-06-01,62,MD
8286,2014-07-01,55,MD
8287,2014-08-01,49,MD
8288,2014-09-01,63,MD
8289,2014-10-01,44,MD
8290,2014-11-01,40,MD
8291,2014-12-01,46,MD
8292,2015-01-01,49,MD
8293,2015-02-01,60,MD
8294,2015-03-01,54,MD
8295,2015-04-01,57,MD
8296,2015-05-01,60,MD
8297,2015-06-01,65,MD
8298,2015-07-01,70,MD
8299,2015-08-01,40,MD
8300,2015-09-01,51,MD
8301,2015-10-01,40,MD
8302,2015-11-01,39,MD
8303,2015-12-01,34,MD
8304,2016-01-01,52,MD
8305,2016-02-01,67,MD
8306,2016-03-01,68,MD
8307,2016-04-01,54,MD
8308,2016-05-01,67,MD
8309,2016-06-01,47,MD
8310,2016-07-01,53,MD
8311,2016-08-01,77,MD
8312,2016-09-01,59,MD
8313,2016-10-01,50,MD
8314,2016-11-01,46,MD
8315,2016-12-01,46,MD
8316,2017-01-01,63,MD
8317,2017-02-01,53,MD
8318,2017-03-01,57,MD
8319,2017-04-01,58,MD
8320,2017-05-01,51,MD
8321,2017-06-01,57,MD
8322,2017-07-01,64,MD
8323,2017-08-01,59,MD
8324,2017-09-01,62,MD
8325,2017-10-01,64,MD
8326,2017-11-01,56,MD
8327,2017-12-01,40,MD
8328,2018-01-01,63,MD
8329,2018-02-01,54,MD
8330,2018-03-01,54,MD
8331,2018-04-01,53,MD
8332,2018-05-01,47,MD
8333,2018-06-01,64,MD
8334,2018-07-01,56,MD
8335,2018-08-01,74,MD
8336,2018-09-01,53,MD
8337,2018-10-01,63,MD
8338,2018-11-01,52,MD
8339,2018-12-01,53,MD
8340,2019-01-01,68,MD
8341,2019-02-01,55,MD
8342,2019-03-01,48,MD
8343,2019-04-01,63,MD
8344,2019-05-01,76,MD
8345,2019-06-01,69,MD
8346,2019-07-01,68,MD
8347,2019-08-01,62,MD
8348,2019-09-01,50,MD
8349,2019-10-01,56,MD
8350,2019-11-01,52,MD
8351,2019-12-01,57,MD
8352,2020-01-01,74,MD
8353,2020-02-01,61,MD
8354,2020-03-01,43,MD
8355,2020-04-01,42,MD
8356,2020-05-01,62,MD
8357,2020-06-01,59,MD
8358,2020-07-01,64,MD
8359,2020-08-01,59,MD
8360,2020-09-01,51,MD
8361,2020-10-01,60,MD
8362,2020-11-01,54,MD
8363,2020-12-01,54,MD
8364,2004-01-01,0,CO
8365,2004-02-01,0,CO
8366,2004-03-01,0,CO
8367,2004-04-01,100,CO
8368,2004-05-01,0,CO
8369,2004-06-01,0,CO
8370,2004-07-01,54,CO
8371,2004-08-01,0,CO
8372,2004-09-01,47,CO
8373,2004-10-01,78,CO
8374,2004-11-01,0,CO
8375,2004-12-01,45,CO
8376,2005-01-01,0,CO
8377,2005-02-01,66,CO
8378,2005-03-01,25,CO
8379,2005-04-01,0,CO
8380,2005-05-01,35,CO
8381,2005-06-01,24,CO
8382,2005-07-01,0,CO
8383,2005-08-01,0,CO
8384,2005-09-01,0,CO
8385,2005-10-01,34,CO
8386,2005-11-01,24,CO
8387,2005-12-01,0,CO
8388,2006-01-01,35,CO
8389,2006-02-01,0,CO
8390,2006-03-01,62,CO
8391,2006-04-01,42,CO
8392,2006-05-01,61,CO
8393,2006-06-01,32,CO
8394,2006-07-01,47,CO
8395,2006-08-01,28,CO
8396,2006-09-01,50,CO
8397,2006-10-01,64,CO
8398,2006-11-01,28,CO
8399,2006-12-01,15,CO
8400,2007-01-01,23,CO
8401,2007-02-01,29,CO
8402,2007-03-01,33,CO
8403,2007-04-01,49,CO
8404,2007-05-01,52,CO
8405,2007-06-01,25,CO
8406,2007-07-01,56,CO
8407,2007-08-01,57,CO
8408,2007-09-01,14,CO
8409,2007-10-01,48,CO
8410,2007-11-01,38,CO
8411,2007-12-01,24,CO
8412,2008-01-01,50,CO
8413,2008-02-01,25,CO
8414,2008-03-01,41,CO
8415,2008-04-01,37,CO
8416,2008-05-01,23,CO
8417,2008-06-01,59,CO
8418,2008-07-01,45,CO
8419,2008-08-01,41,CO
8420,2008-09-01,24,CO
8421,2008-10-01,30,CO
8422,2008-11-01,29,CO
8423,2008-12-01,37,CO
8424,2009-01-01,41,CO
8425,2009-02-01,25,CO
8426,2009-03-01,25,CO
8427,2009-04-01,55,CO
8428,2009-05-01,32,CO
8429,2009-06-01,40,CO
8430,2009-07-01,22,CO
8431,2009-08-01,44,CO
8432,2009-09-01,43,CO
8433,2009-10-01,51,CO
8434,2009-11-01,28,CO
8435,2009-12-01,22,CO
8436,2010-01-01,55,CO
8437,2010-02-01,39,CO
8438,2010-03-01,44,CO
8439,2010-04-01,70,CO
8440,2010-05-01,46,CO
8441,2010-06-01,43,CO
8442,2010-07-01,67,CO
8443,2010-08-01,46,CO
8444,2010-09-01,30,CO
8445,2010-10-01,27,CO
8446,2010-11-01,39,CO
8447,2010-12-01,24,CO
8448,2011-01-01,44,CO
8449,2011-02-01,40,CO
8450,2011-03-01,45,CO
8451,2011-04-01,34,CO
8452,2011-05-01,54,CO
8453,2011-06-01,36,CO
8454,2011-07-01,30,CO
8455,2011-08-01,34,CO
8456,2011-09-01,24,CO
8457,2011-10-01,32,CO
8458,2011-11-01,28,CO
8459,2011-12-01,29,CO
8460,2012-01-01,32,CO
8461,2012-02-01,37,CO
8462,2012-03-01,44,CO
8463,2012-04-01,38,CO
8464,2012-05-01,36,CO
8465,2012-06-01,49,CO
8466,2012-07-01,40,CO
8467,2012-08-01,34,CO
8468,2012-09-01,28,CO
8469,2012-10-01,28,CO
8470,2012-11-01,32,CO
8471,2012-12-01,26,CO
8472,2013-01-01,32,CO
8473,2013-02-01,34,CO
8474,2013-03-01,28,CO
8475,2013-04-01,39,CO
8476,2013-05-01,43,CO
8477,2013-06-01,57,CO
8478,2013-07-01,50,CO
8479,2013-08-01,44,CO
8480,2013-09-01,37,CO
8481,2013-10-01,47,CO
8482,2013-11-01,32,CO
8483,2013-12-01,31,CO
8484,2014-01-01,43,CO
8485,2014-02-01,46,CO
8486,2014-03-01,54,CO
8487,2014-04-01,56,CO
8488,2014-05-01,50,CO
8489,2014-06-01,47,CO
8490,2014-07-01,46,CO
8491,2014-08-01,48,CO
8492,2014-09-01,38,CO
8493,2014-10-01,31,CO
8494,2014-11-01,39,CO
8495,2014-12-01,33,CO
8496,2015-01-01,52,CO
8497,2015-02-01,43,CO
8498,2015-03-01,40,CO
8499,2015-04-01,61,CO
8500,2015-05-01,55,CO
8501,2015-06-01,60,CO
8502,2015-07-01,49,CO
8503,2015-08-01,46,CO
8504,2015-09-01,49,CO
8505,2015-10-01,41,CO
8506,2015-11-01,41,CO
8507,2015-12-01,28,CO
8508,2016-01-01,43,CO
8509,2016-02-01,42,CO
8510,2016-03-01,50,CO
8511,2016-04-01,47,CO
8512,2016-05-01,50,CO
8513,2016-06-01,46,CO
8514,2016-07-01,58,CO
8515,2016-08-01,33,CO
8516,2016-09-01,40,CO
8517,2016-10-01,42,CO
8518,2016-11-01,36,CO
8519,2016-12-01,37,CO
8520,2017-01-01,32,CO
8521,2017-02-01,48,CO
8522,2017-03-01,46,CO
8523,2017-04-01,53,CO
8524,2017-05-01,63,CO
8525,2017-06-01,46,CO
8526,2017-07-01,45,CO
8527,2017-08-01,49,CO
8528,2017-09-01,41,CO
8529,2017-10-01,41,CO
8530,2017-11-01,30,CO
8531,2017-12-01,39,CO
8532,2018-01-01,41,CO
8533,2018-02-01,40,CO
8534,2018-03-01,38,CO
8535,2018-04-01,41,CO
8536,2018-05-01,43,CO
8537,2018-06-01,45,CO
8538,2018-07-01,47,CO
8539,2018-08-01,43,CO
8540,2018-09-01,36,CO
8541,2018-10-01,43,CO
8542,2018-11-01,35,CO
8543,2018-12-01,30,CO
8544,2019-01-01,45,CO
8545,2019-02-01,42,CO
8546,2019-03-01,40,CO
8547,2019-04-01,44,CO
8548,2019-05-01,43,CO
8549,2019-06-01,58,CO
8550,2019-07-01,51,CO
8551,2019-08-01,43,CO
8552,2019-09-01,43,CO
8553,2019-10-01,41,CO
8554,2019-11-01,39,CO
8555,2019-12-01,35,CO
8556,2020-01-01,40,CO
8557,2020-02-01,49,CO
8558,2020-03-01,30,CO
8559,2020-04-01,32,CO
8560,2020-05-01,40,CO
8561,2020-06-01,49,CO
8562,2020-07-01,50,CO
8563,2020-08-01,40,CO
8564,2020-09-01,40,CO
8565,2020-10-01,41,CO
8566,2020-11-01,28,CO
8567,2020-12-01,30,CO
8568,2004-01-01,0,UT
8569,2004-02-01,0,UT
8570,2004-03-01,0,UT
8571,2004-04-01,0,UT
8572,2004-05-01,0,UT
8573,2004-06-01,88,UT
8574,2004-07-01,55,UT
8575,2004-08-01,83,UT
8576,2004-09-01,0,UT
8577,2004-10-01,0,UT
8578,2004-11-01,71,UT
8579,2004-12-01,0,UT
8580,2005-01-01,78,UT
8581,2005-02-01,0,UT
8582,2005-03-01,0,UT
8583,2005-04-01,0,UT
8584,2005-05-01,0,UT
8585,2005-06-01,0,UT
8586,2005-07-01,0,UT
8587,2005-08-01,0,UT
8588,2005-09-01,0,UT
8589,2005-10-01,36,UT
8590,2005-11-01,0,UT
8591,2005-12-01,0,UT
8592,2006-01-01,50,UT
8593,2006-02-01,0,UT
8594,2006-03-01,0,UT
8595,2006-04-01,100,UT
8596,2006-05-01,25,UT
8597,2006-06-01,0,UT
8598,2006-07-01,0,UT
8599,2006-08-01,71,UT
8600,2006-09-01,22,UT
8601,2006-10-01,35,UT
8602,2006-11-01,30,UT
8603,2006-12-01,26,UT
8604,2007-01-01,21,UT
8605,2007-02-01,17,UT
8606,2007-03-01,0,UT
8607,2007-04-01,26,UT
8608,2007-05-01,0,UT
8609,2007-06-01,54,UT
8610,2007-07-01,0,UT
8611,2007-08-01,43,UT
8612,2007-09-01,16,UT
8613,2007-10-01,63,UT
8614,2007-11-01,34,UT
8615,2007-12-01,0,UT
8616,2008-01-01,0,UT
8617,2008-02-01,37,UT
8618,2008-03-01,24,UT
8619,2008-04-01,0,UT
8620,2008-05-01,20,UT
8621,2008-06-01,35,UT
8622,2008-07-01,45,UT
8623,2008-08-01,19,UT
8624,2008-09-01,0,UT
8625,2008-10-01,0,UT
8626,2008-11-01,21,UT
8627,2008-12-01,16,UT
8628,2009-01-01,54,UT
8629,2009-02-01,0,UT
8630,2009-03-01,15,UT
8631,2009-04-01,0,UT
8632,2009-05-01,12,UT
8633,2009-06-01,0,UT
8634,2009-07-01,0,UT
8635,2009-08-01,21,UT
8636,2009-09-01,22,UT
8637,2009-10-01,21,UT
8638,2009-11-01,0,UT
8639,2009-12-01,0,UT
8640,2010-01-01,23,UT
8641,2010-02-01,56,UT
8642,2010-03-01,21,UT
8643,2010-04-01,0,UT
8644,2010-05-01,0,UT
8645,2010-06-01,36,UT
8646,2010-07-01,15,UT
8647,2010-08-01,13,UT
8648,2010-09-01,28,UT
8649,2010-10-01,0,UT
8650,2010-11-01,0,UT
8651,2010-12-01,30,UT
8652,2011-01-01,29,UT
8653,2011-02-01,18,UT
8654,2011-03-01,16,UT
8655,2011-04-01,20,UT
8656,2011-05-01,21,UT
8657,2011-06-01,21,UT
8658,2011-07-01,31,UT
8659,2011-08-01,28,UT
8660,2011-09-01,18,UT
8661,2011-10-01,25,UT
8662,2011-11-01,11,UT
8663,2011-12-01,19,UT
8664,2012-01-01,16,UT
8665,2012-02-01,12,UT
8666,2012-03-01,18,UT
8667,2012-04-01,20,UT
8668,2012-05-01,18,UT
8669,2012-06-01,17,UT
8670,2012-07-01,35,UT
8671,2012-08-01,23,UT
8672,2012-09-01,21,UT
8673,2012-10-01,20,UT
8674,2012-11-01,15,UT
8675,2012-12-01,26,UT
8676,2013-01-01,19,UT
8677,2013-02-01,29,UT
8678,2013-03-01,13,UT
8679,2013-04-01,8,UT
8680,2013-05-01,18,UT
8681,2013-06-01,34,UT
8682,2013-07-01,26,UT
8683,2013-08-01,19,UT
8684,2013-09-01,21,UT
8685,2013-10-01,14,UT
8686,2013-11-01,18,UT
8687,2013-12-01,13,UT
8688,2014-01-01,23,UT
8689,2014-02-01,19,UT
8690,2014-03-01,16,UT
8691,2014-04-01,22,UT
8692,2014-05-01,40,UT
8693,2014-06-01,32,UT
8694,2014-07-01,21,UT
8695,2014-08-01,34,UT
8696,2014-09-01,20,UT
8697,2014-10-01,26,UT
8698,2014-11-01,20,UT
8699,2014-12-01,17,UT
8700,2015-01-01,30,UT
8701,2015-02-01,34,UT
8702,2015-03-01,33,UT
8703,2015-04-01,31,UT
8704,2015-05-01,24,UT
8705,2015-06-01,36,UT
8706,2015-07-01,32,UT
8707,2015-08-01,22,UT
8708,2015-09-01,20,UT
8709,2015-10-01,26,UT
8710,2015-11-01,27,UT
8711,2015-12-01,19,UT
8712,2016-01-01,34,UT
8713,2016-02-01,31,UT
8714,2016-03-01,26,UT
8715,2016-04-01,32,UT
8716,2016-05-01,30,UT
8717,2016-06-01,36,UT
8718,2016-07-01,37,UT
8719,2016-08-01,26,UT
8720,2016-09-01,30,UT
8721,2016-10-01,17,UT
8722,2016-11-01,22,UT
8723,2016-12-01,26,UT
8724,2017-01-01,22,UT
8725,2017-02-01,24,UT
8726,2017-03-01,23,UT
8727,2017-04-01,24,UT
8728,2017-05-01,26,UT
8729,2017-06-01,36,UT
8730,2017-07-01,31,UT
8731,2017-08-01,35,UT
8732,2017-09-01,29,UT
8733,2017-10-01,22,UT
8734,2017-11-01,29,UT
8735,2017-12-01,18,UT
8736,2018-01-01,19,UT
8737,2018-02-01,30,UT
8738,2018-03-01,21,UT
8739,2018-04-01,20,UT
8740,2018-05-01,30,UT
8741,2018-06-01,28,UT
8742,2018-07-01,33,UT
8743,2018-08-01,29,UT
8744,2018-09-01,19,UT
8745,2018-10-01,21,UT
8746,2018-11-01,18,UT
8747,2018-12-01,32,UT
8748,2019-01-01,23,UT
8749,2019-02-01,16,UT
8750,2019-03-01,30,UT
8751,2019-04-01,26,UT
8752,2019-05-01,29,UT
8753,2019-06-01,35,UT
8754,2019-07-01,26,UT
8755,2019-08-01,30,UT
8756,2019-09-01,30,UT
8757,2019-10-01,21,UT
8758,2019-11-01,25,UT
8759,2019-12-01,19,UT
8760,2020-01-01,26,UT
8761,2020-02-01,22,UT
8762,2020-03-01,12,UT
8763,2020-04-01,20,UT
8764,2020-05-01,33,UT
8765,2020-06-01,23,UT
8766,2020-07-01,26,UT
8767,2020-08-01,25,UT
8768,2020-09-01,24,UT
8769,2020-10-01,25,UT
8770,2020-11-01,18,UT
8771,2020-12-01,24,UT
8772,2004-01-01,0,ME
8773,2004-02-01,0,ME
8774,2004-03-01,38,ME
8775,2004-04-01,22,ME
8776,2004-05-01,26,ME
8777,2004-06-01,0,ME
8778,2004-07-01,0,ME
8779,2004-08-01,0,ME
8780,2004-09-01,66,ME
8781,2004-10-01,0,ME
8782,2004-11-01,100,ME
8783,2004-12-01,0,ME
8784,2005-01-01,47,ME
8785,2005-02-01,0,ME
8786,2005-03-01,0,ME
8787,2005-04-01,0,ME
8788,2005-05-01,0,ME
8789,2005-06-01,20,ME
8790,2005-07-01,0,ME
8791,2005-08-01,30,ME
8792,2005-09-01,0,ME
8793,2005-10-01,14,ME
8794,2005-11-01,29,ME
8795,2005-12-01,0,ME
8796,2006-01-01,13,ME
8797,2006-02-01,11,ME
8798,2006-03-01,0,ME
8799,2006-04-01,10,ME
8800,2006-05-01,0,ME
8801,2006-06-01,0,ME
8802,2006-07-01,0,ME
8803,2006-08-01,17,ME
8804,2006-09-01,0,ME
8805,2006-10-01,0,ME
8806,2006-11-01,0,ME
8807,2006-12-01,0,ME
8808,2007-01-01,7,ME
8809,2007-02-01,0,ME
8810,2007-03-01,0,ME
8811,2007-04-01,18,ME
8812,2007-05-01,0,ME
8813,2007-06-01,14,ME
8814,2007-07-01,0,ME
8815,2007-08-01,9,ME
8816,2007-09-01,0,ME
8817,2007-10-01,10,ME
8818,2007-11-01,0,ME
8819,2007-12-01,0,ME
8820,2008-01-01,0,ME
8821,2008-02-01,0,ME
8822,2008-03-01,16,ME
8823,2008-04-01,0,ME
8824,2008-05-01,10,ME
8825,2008-06-01,9,ME
8826,2008-07-01,6,ME
8827,2008-08-01,8,ME
8828,2008-09-01,0,ME
8829,2008-10-01,0,ME
8830,2008-11-01,6,ME
8831,2008-12-01,18,ME
8832,2009-01-01,6,ME
8833,2009-02-01,0,ME
8834,2009-03-01,7,ME
8835,2009-04-01,0,ME
8836,2009-05-01,5,ME
8837,2009-06-01,0,ME
8838,2009-07-01,0,ME
8839,2009-08-01,7,ME
8840,2009-09-01,0,ME
8841,2009-10-01,20,ME
8842,2009-11-01,20,ME
8843,2009-12-01,0,ME
8844,2010-01-01,15,ME
8845,2010-02-01,20,ME
8846,2010-03-01,11,ME
8847,2010-04-01,0,ME
8848,2010-05-01,0,ME
8849,2010-06-01,0,ME
8850,2010-07-01,8,ME
8851,2010-08-01,0,ME
8852,2010-09-01,5,ME
8853,2010-10-01,6,ME
8854,2010-11-01,0,ME
8855,2010-12-01,0,ME
8856,2011-01-01,9,ME
8857,2011-02-01,7,ME
8858,2011-03-01,3,ME
8859,2011-04-01,7,ME
8860,2011-05-01,3,ME
8861,2011-06-01,8,ME
8862,2011-07-01,8,ME
8863,2011-08-01,7,ME
8864,2011-09-01,12,ME
8865,2011-10-01,5,ME
8866,2011-11-01,5,ME
8867,2011-12-01,7,ME
8868,2012-01-01,5,ME
8869,2012-02-01,5,ME
8870,2012-03-01,6,ME
8871,2012-04-01,6,ME
8872,2012-05-01,18,ME
8873,2012-06-01,7,ME
8874,2012-07-01,9,ME
8875,2012-08-01,9,ME
8876,2012-09-01,7,ME
8877,2012-10-01,2,ME
8878,2012-11-01,8,ME
8879,2012-12-01,2,ME
8880,2013-01-01,2,ME
8881,2013-02-01,6,ME
8882,2013-03-01,7,ME
8883,2013-04-01,7,ME
8884,2013-05-01,10,ME
8885,2013-06-01,10,ME
8886,2013-07-01,11,ME
8887,2013-08-01,8,ME
8888,2013-09-01,9,ME
8889,2013-10-01,8,ME
8890,2013-11-01,2,ME
8891,2013-12-01,7,ME
8892,2014-01-01,5,ME
8893,2014-02-01,14,ME
8894,2014-03-01,11,ME
8895,2014-04-01,5,ME
8896,2014-05-01,10,ME
8897,2014-06-01,8,ME
8898,2014-07-01,4,ME
8899,2014-08-01,11,ME
8900,2014-09-01,12,ME
8901,2014-10-01,8,ME
8902,2014-11-01,2,ME
8903,2014-12-01,6,ME
8904,2015-01-01,7,ME
8905,2015-02-01,10,ME
8906,2015-03-01,12,ME
8907,2015-04-01,6,ME
8908,2015-05-01,5,ME
8909,2015-06-01,2,ME
8910,2015-07-01,11,ME
8911,2015-08-01,12,ME
8912,2015-09-01,7,ME
8913,2015-10-01,12,ME
8914,2015-11-01,6,ME
8915,2015-12-01,7,ME
8916,2016-01-01,4,ME
8917,2016-02-01,8,ME
8918,2016-03-01,12,ME
8919,2016-04-01,12,ME
8920,2016-05-01,9,ME
8921,2016-06-01,11,ME
8922,2016-07-01,4,ME
8923,2016-08-01,9,ME
8924,2016-09-01,10,ME
8925,2016-10-01,5,ME
8926,2016-11-01,8,ME
8927,2016-12-01,8,ME
8928,2017-01-01,7,ME
8929,2017-02-01,7,ME
8930,2017-03-01,9,ME
8931,2017-04-01,5,ME
8932,2017-05-01,7,ME
8933,2017-06-01,12,ME
8934,2017-07-01,12,ME
8935,2017-08-01,9,ME
8936,2017-09-01,10,ME
8937,2017-10-01,7,ME
8938,2017-11-01,6,ME
8939,2017-12-01,3,ME
8940,2018-01-01,6,ME
8941,2018-02-01,10,ME
8942,2018-03-01,2,ME
8943,2018-04-01,12,ME
8944,2018-05-01,11,ME
8945,2018-06-01,9,ME
8946,2018-07-01,11,ME
8947,2018-08-01,12,ME
8948,2018-09-01,10,ME
8949,2018-10-01,6,ME
8950,2018-11-01,5,ME
8951,2018-12-01,5,ME
8952,2019-01-01,11,ME
8953,2019-02-01,9,ME
8954,2019-03-01,9,ME
8955,2019-04-01,10,ME
8956,2019-05-01,10,ME
8957,2019-06-01,9,ME
8958,2019-07-01,7,ME
8959,2019-08-01,10,ME
8960,2019-09-01,6,ME
8961,2019-10-01,9,ME
8962,2019-11-01,8,ME
8963,2019-12-01,4,ME
8964,2020-01-01,9,ME
8965,2020-02-01,7,ME
8966,2020-03-01,8,ME
8967,2020-04-01,9,ME
8968,2020-05-01,8,ME
8969,2020-06-01,13,ME
8970,2020-07-01,12,ME
8971,2020-08-01,12,ME
8972,2020-09-01,7,ME
8973,2020-10-01,8,ME
8974,2020-11-01,9,ME
8975,2020-12-01,9,ME
8976,2004-01-01,0,LA
8977,2004-02-01,0,LA
8978,2004-03-01,80,LA
8979,2004-04-01,0,LA
8980,2004-05-01,0,LA
8981,2004-06-01,0,LA
8982,2004-07-01,0,LA
8983,2004-08-01,0,LA
8984,2004-09-01,0,LA
8985,2004-10-01,74,LA
8986,2004-11-01,0,LA
8987,2004-12-01,0,LA
8988,2005-01-01,0,LA
8989,2005-02-01,59,LA
8990,2005-03-01,0,LA
8991,2005-04-01,100,LA
8992,2005-05-01,0,LA
8993,2005-06-01,0,LA
8994,2005-07-01,37,LA
8995,2005-08-01,0,LA
8996,2005-09-01,0,LA
8997,2005-10-01,0,LA
8998,2005-11-01,0,LA
8999,2005-12-01,69,LA
9000,2006-01-01,48,LA
9001,2006-02-01,68,LA
9002,2006-03-01,35,LA
9003,2006-04-01,53,LA
9004,2006-05-01,0,LA
9005,2006-06-01,0,LA
9006,2006-07-01,79,LA
9007,2006-08-01,35,LA
9008,2006-09-01,0,LA
9009,2006-10-01,33,LA
9010,2006-11-01,0,LA
9011,2006-12-01,0,LA
9012,2007-01-01,49,LA
9013,2007-02-01,37,LA
9014,2007-03-01,27,LA
9015,2007-04-01,0,LA
9016,2007-05-01,19,LA
9017,2007-06-01,0,LA
9018,2007-07-01,38,LA
9019,2007-08-01,0,LA
9020,2007-09-01,35,LA
9021,2007-10-01,20,LA
9022,2007-11-01,0,LA
9023,2007-12-01,20,LA
9024,2008-01-01,0,LA
9025,2008-02-01,37,LA
9026,2008-03-01,52,LA
9027,2008-04-01,44,LA
9028,2008-05-01,23,LA
9029,2008-06-01,0,LA
9030,2008-07-01,43,LA
9031,2008-08-01,0,LA
9032,2008-09-01,37,LA
9033,2008-10-01,15,LA
9034,2008-11-01,0,LA
9035,2008-12-01,13,LA
9036,2009-01-01,41,LA
9037,2009-02-01,39,LA
9038,2009-03-01,30,LA
9039,2009-04-01,21,LA
9040,2009-05-01,42,LA
9041,2009-06-01,58,LA
9042,2009-07-01,34,LA
9043,2009-08-01,33,LA
9044,2009-09-01,38,LA
9045,2009-10-01,27,LA
9046,2009-11-01,39,LA
9047,2009-12-01,13,LA
9048,2010-01-01,39,LA
9049,2010-02-01,43,LA
9050,2010-03-01,30,LA
9051,2010-04-01,9,LA
9052,2010-05-01,45,LA
9053,2010-06-01,36,LA
9054,2010-07-01,26,LA
9055,2010-08-01,43,LA
9056,2010-09-01,24,LA
9057,2010-10-01,19,LA
9058,2010-11-01,54,LA
9059,2010-12-01,13,LA
9060,2011-01-01,13,LA
9061,2011-02-01,24,LA
9062,2011-03-01,0,LA
9063,2011-04-01,20,LA
9064,2011-05-01,36,LA
9065,2011-06-01,49,LA
9066,2011-07-01,36,LA
9067,2011-08-01,20,LA
9068,2011-09-01,10,LA
9069,2011-10-01,19,LA
9070,2011-11-01,19,LA
9071,2011-12-01,14,LA
9072,2012-01-01,36,LA
9073,2012-02-01,19,LA
9074,2012-03-01,31,LA
9075,2012-04-01,17,LA
9076,2012-05-01,4,LA
9077,2012-06-01,28,LA
9078,2012-07-01,18,LA
9079,2012-08-01,30,LA
9080,2012-09-01,12,LA
9081,2012-10-01,16,LA
9082,2012-11-01,15,LA
9083,2012-12-01,17,LA
9084,2013-01-01,38,LA
9085,2013-02-01,13,LA
9086,2013-03-01,17,LA
9087,2013-04-01,32,LA
9088,2013-05-01,17,LA
9089,2013-06-01,26,LA
9090,2013-07-01,34,LA
9091,2013-08-01,34,LA
9092,2013-09-01,26,LA
9093,2013-10-01,28,LA
9094,2013-11-01,28,LA
9095,2013-12-01,19,LA
9096,2014-01-01,25,LA
9097,2014-02-01,35,LA
9098,2014-03-01,36,LA
9099,2014-04-01,27,LA
9100,2014-05-01,35,LA
9101,2014-06-01,26,LA
9102,2014-07-01,37,LA
9103,2014-08-01,31,LA
9104,2014-09-01,32,LA
9105,2014-10-01,33,LA
9106,2014-11-01,46,LA
9107,2014-12-01,24,LA
9108,2015-01-01,37,LA
9109,2015-02-01,30,LA
9110,2015-03-01,37,LA
9111,2015-04-01,22,LA
9112,2015-05-01,37,LA
9113,2015-06-01,42,LA
9114,2015-07-01,35,LA
9115,2015-08-01,38,LA
9116,2015-09-01,27,LA
9117,2015-10-01,34,LA
9118,2015-11-01,34,LA
9119,2015-12-01,27,LA
9120,2016-01-01,22,LA
9121,2016-02-01,44,LA
9122,2016-03-01,44,LA
9123,2016-04-01,35,LA
9124,2016-05-01,31,LA
9125,2016-06-01,40,LA
9126,2016-07-01,25,LA
9127,2016-08-01,37,LA
9128,2016-09-01,28,LA
9129,2016-10-01,21,LA
9130,2016-11-01,34,LA
9131,2016-12-01,28,LA
9132,2017-01-01,37,LA
9133,2017-02-01,37,LA
9134,2017-03-01,36,LA
9135,2017-04-01,41,LA
9136,2017-05-01,29,LA
9137,2017-06-01,45,LA
9138,2017-07-01,33,LA
